'indiv_fare','borough_avg_fare','zone_avg_fare','overall_avg_fare'
21.499999999999999111,10.988030948557472399,16.753926460932369479,12.929082202356720898
13.000000000000000444,10.988030948557472399,16.753926460932369479,12.929082202356720898
20.0,10.988030948557472399,16.753926460932369479,12.929082202356720898
24.500000000000001776,10.988030948557472399,16.753926460932369479,12.929082202356720898
16.000000000000000888,10.988030948557472399,16.753926460932369479,12.929082202356720898
11.499999999999999111,10.988030948557472399,16.753926460932369479,12.929082202356720898
18.0,10.988030948557472399,16.753926460932369479,12.929082202356720898
20.0,10.988030948557472399,16.753926460932369479,12.929082202356720898
9.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
25.0,10.988030948557472399,16.753926460932369479,12.929082202356720898
18.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
19.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
37.999999999999998223,10.988030948557472399,16.753926460932369479,12.929082202356720898
4.0,10.988030948557472399,16.753926460932369479,12.929082202356720898
6.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
21.000000000000000888,10.988030948557472399,16.753926460932369479,12.929082202356720898
40.200000000000004618,10.988030948557472399,16.753926460932369479,12.929082202356720898
18.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
22.999999999999998223,10.988030948557472399,16.753926460932369479,12.929082202356720898
23.999999999999999111,10.988030948557472399,16.753926460932369479,12.929082202356720898
22.199999999999997513,10.988030948557472399,16.753926460932369479,12.929082202356720898
17.0,10.988030948557472399,16.753926460932369479,12.929082202356720898
3.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
17.5,10.988030948557472399,16.753926460932369479,12.929082202356720898
